小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价 
城市名居（别墅）,售罄,[滨海新区-塘沽]福州道乐购斜对面,二居(8)，三居(2),,总价待定,
天房锦绣乾城（公寓）,售罄,[滨海新区-汉沽]四经路以西,一居(1)，二居(3),,售价待定,总价待定
天保金海岸喜蜜湾,售罄,滨海新区 - 第三大街与太湖路交口（天保金海岸公交站对面）,一居(2)，二居(4)，三居(1),,售价待定,总价待定
麦谷（公寓）,售罄,西青 - 西青精武镇学府中路和睿智道交口,不限(5),,售价待定,总价待定
天房雅韵,售罄,东丽 - 东南半环快速路（昆仑路）与外环线交汇处向东一千米,二居(1),,"均价11,117元/m²",总价待定
天嘉湖花园（别墅）,售罄,[津南-八里台镇]津港公路天嘉湖东侧,不限(10),2016.11.16,总价待定,
金地艺境,售罄,[津南-双港镇]津南津沽路与鑫盛路交口,二居(3)，三居(6),,"均价8,900元/m²",总价待定
幸福嘉园（公寓）,售罄,[津南-八里台镇]津南区双闸小黄庄,一居(1)，二居(1),,售价待定,总价待定
天房彩郡二期,售罄,津南 - 微山路延长线梨双公路南侧双港新家园内,一居(1)，二居(2),,"均价6,000元/m²",总价待定
天房锦绣乾城（别墅）,售罄,[滨海新区-汉沽]四经路以西,一居(1)，二居(3),,总价待定,
滨海明发广场（公寓）,售罄,滨海新区 - 万荣大街与海川路交口（高铁滨海站东侧）,一居(1)，二居(4),2017.07.13,"均价11,500元/m²",总价待定
水语湾（公寓）,售罄,[西青-后梅江]梅江会展中心西侧,一居(1)，二居(2),,售价待定,总价待定
丽江花园（公寓）,售罄,西青 - 中石油桥旁玉带路与丽江道交口西北侧。,二居(1),,售价待定,总价待定
皇冠国际公寓（公寓）,售罄,东丽 - 中心大道与东四道交口（景观大湖、高尔夫球场旁）,二居(1)，三居(1),2017.07.13,"均价15,000元/m²",总价待定
润禾佳苑,售罄,[津南-小站镇]津歧公路与红旗路交口（西侧）,二居(2),,"均价4,800元/m²",总价待定
领世深白（公寓）,售罄,津南 - 友谊南路与外环线交口东行三公里处,二居(4)，三居(4),,售价待定,总价待定
东西沽现房,售罄,[滨海新区-塘沽]天津大道与闸南路交口处,二居(3)，四居(1),,"均价7,000元/m²",总价待定
汉滨城市花园,售罄,[滨海新区-汉沽]大丰路76号,二居(4),2016.12.15,"均价7,400元/m²",总价待定
欧美风情小镇,售罄,滨海新区 - 第五大街京山铁路立交桥下（825路终点站）,二居(15)，三居(4),2017.03.22,"均价9,800元/m²",总价待定
金厦水语花城（公寓）,售罄,西青 - 新津杨公路与外环线交口向西800米,二居(3),,售价待定,总价待定
百合春天（公寓）,售罄,[东丽-华明镇]卫国道与雪莲路交口南侧,二居(2)，三居(1),,售价待定,总价待定
天津华侨城.纯水岸（别墅）,售罄,东丽 - 东丽湖路西侧，东丽之光大道以南,不限(4),,总价待定,
新悦庭（公寓）,售罄,津南 - 津南梨双公路与微山路交口西侧（领世郡南侧）,三居(1)，四居(2),,售价待定,总价待定
枫景湾家园,售罄,[滨海新区-汉沽]新开南路与和谐大街交口处,二居(4),,"均价7,700元/m²",总价待定
城市名居,售罄,[滨海新区-塘沽]福州道乐购斜对面,二居(8)，三居(2),,"均价11,254元/m²",总价待定
首创·红树湾,售罄,滨海新区 - 中新生态城和韵路1078号,二居(2)，三居(2),,"均价9,300元/m²",总价待定
信置荔城首府,售罄,[武清-佛罗伦萨小镇]强国道与翠通路交口,二居(2)，三居(4),2016.11.22,售价待定,总价待定
正荣润璟湾（别墅）,售罄,[西青-中北镇]中北大道北侧（南运河北岸）,三居(1)，四居(4),2018.03.01,总价待定,
君悦花苑,售罄,[西青-张家窝]祥和大道180号,二居(8)，三居(3),2017.04.28,"均价23,000元/m²",总价待定
清枫园（公寓）,售罄,[西青-中北镇]西青区新津杨公路西行500米,一居(1)，二居(1)，三居(1),,售价待定,总价待定
美茵小镇（别墅）,售罄,[西青-杨柳青]镇交通主干道柳口路南段东侧,一居(2)，三居(1),,总价待定,
佳和雅庭（限价房）,售罄,[西青-大寺镇]民盛道85号,二居(2),2017.03.22,"均价7,000元/m²",总价待定
慢咖领地,售罄,[西青-张家窝]辛老路（税务所以东）,一居(2)，二居(2),,"均价8,267元/m²",总价待定
松江城,售罄,[西青-李七庄]西青区津涞公路与外环线交口,二居(1)，三居(2),,"均价15,121元/m²",总价待定
人和院,售罄,[西青-李七庄]津涞公路与外环线交口,一居(1)，二居(2),,"均价13,099元/m²",总价待定
麦谷（别墅）,售罄,西青 - 西青精武镇学府中路和睿智道交口,不限(5),,总价待定,
滨海国际新干线（公寓）,售罄,[东丽-空港]津塘公路与茶金路交口,一居(1)，二居(2),,售价待定,总价待定
百合春天（别墅）,售罄,[东丽-华明镇]卫国道与雪莲路交口南侧,二居(2)，三居(1),,总价待定,
奥克斯盛世年华,售罄,武清 - 雍阳西道南侧，强国道景观运河北侧，杨村七中西侧，京福公路东侧,二居(8)，三居(3),2016.12.14,售价待定,总价待定
尚品华庭（别墅）,售罄,[西青-杨柳青]天津杨柳青往西,一居(1)，二居(3)，三居(2),,总价待定,
卓达三溪塘,售罄,武清 - 京津公路西侧，京杭运河以西，凤河以东,不限(4)，二居(6)，三居(3)，四居(2),2017.01.09,售价待定,总价待定
金泰丽舍,售罄,武清 - 佛罗伦萨小镇南侧（京津高铁武清站东南500米）,一居(2)，二居(2)，三居(2),2016.12.13,售价待定,总价待定
首城南湖1號,售罄,[武清-南湖]天和路与于庄道交口,一居(2)，二居(5)，三居(13)，四居(3),2016.12.14,售价待定,总价待定
松江水岸唐宁,售罄,[武清-杨村]武宁路与运河北岸交口北行600米,不限(7)，三居(2)，四居(1)，五居及以上(6),,售价待定,总价待定
花样年花郡,售罄,武清 - 京津公路东侧天和城天和大道与于庄道交口,二居(3)，三居(2),2016.12.14,售价待定,总价待定
万科朗润园（别墅）,售罄,西青 - 西青芥园西道与外环线交口西行1.5公里处,不限(2),,总价待定,
龙沙意田文化小镇,售罄,[武清-河西务]京津高速白古屯出口东200米,二居(1)，三居(2),2016.12.28,售价待定,总价待定
雍鑫红星国际广场（别墅）,售罄,[武清-杨村]建设北路与光明道交口,不限(4)，二居(1)，三居(7),2018.02.26,总价待定,
卓达三溪塘（别墅）,售罄,武清 - 京津公路西侧，京杭运河以西，凤河以东,不限(4)，二居(6)，三居(3)，四居(2),2018.02.26,总价待定,
绅蓝国际（别墅）,售罄,[西青-中北镇]西青区精武镇,二居(1)，三居(1),,总价待定,
阳光太阳城（别墅）,售罄,[西青-杨柳青]高尔夫球场内,二居(1)，三居(4)，四居(1)，五居及以上(1),2018.03.01,总价待定,
中骏柏景湾,售罄,[西青-精武镇]南奥体津涞公路旁,三居(2)，四居(1),2017.06.13,售价待定,总价待定
沁春园（别墅）,售罄,[西青-杨柳青]柳口路与泽杨道交口,二居(5)，三居(1),,总价待定,
众里佰都（公寓）,售罄,[西青-大寺镇]幸福路与赛达路交口南侧,三居(3),,售价待定,总价待定
梅江康城（别墅）,售罄,西青 - 友谊南路与外环线交口以南200米处,二居(1)，三居(2),,总价待定,
松江运河城,售罄,武清 - 京津公路东侧，武宁路以南（天狮学院东侧）,二居(2)，三居(2)，四居(1),2016.10.19,售价待定,总价待定
丽江花园（别墅）,售罄,西青 - 中石油桥旁玉带路与丽江道交口西北侧。,二居(1),,总价待定,
松江水岸唐宁（别墅）,售罄,[武清-杨村]武宁路与运河北岸交口北行600米,不限(7)，三居(2)，四居(1)，五居及以上(6),,总价待定,
新华联世家（别墅）,售罄,武清 - 京津二高速永乐店收费站出口前行300米处,不限(8)，二居(1)，三居(1),2016.12.14,总价待定,
绅蓝国际（公寓）,售罄,[西青-中北镇]西青区精武镇,二居(1)，三居(1),,售价待定,总价待定
梅江康城（公寓）,售罄,西青 - 友谊南路与外环线交口以南200米处,二居(1)，三居(2),,售价待定,总价待定
新悦庭（公寓）,售罄,津南 - 津南梨双公路与微山路交口西侧（领世郡南侧）,三居(1)，四居(2),,售价待定,总价待定
御水园,售罄,[滨海新区-塘沽]新北公路与厦门路交口处,二居(4)，三居(2),,"均价8,000元/m²",总价待定
住总尚清湾（别墅）,售罄,[武清-武清开发区]泉旺路天鹅湖度假村西侧,一居(1)，二居(4)，三居(10)，四居(3),,总价待定,
萬城聚豪（别墅）,售罄,[武清-下朱庄]京津公路沿线嘉河道123号,不限(3)，三居(1),2017.01.10,总价待定,
美茵小镇（公寓）,售罄,[西青-杨柳青]镇交通主干道柳口路南段东侧,一居(2)，三居(1),,售价待定,总价待定
保利金融街诺丁山,售罄,[西青-张家窝]辛老路与京福支线交口以南500米,三居(5),2017.07.13,"均价17,000元/m²",总价待定
美茵小镇,售罄,[西青-杨柳青]镇交通主干道柳口路南段东侧,一居(2)，三居(1),,"均价9,811元/m²",总价待定
小镇西西里,售罄,[西青-精武镇]（原南河镇）中心京华道南侧,一居(1)，二居(3)，三居(3),,"均价9,000元/m²",总价待定
天津未来城,售罄,[西青-杨柳青]津港大道津港快速路沿线,二居(3),,"均价3,200元/m²",总价待定
金地叁拾峯（公寓）,售罄,[津南-双港镇]津南区大沽南路延长线旁,二居(1),,售价待定,总价待定
领世深白（公寓）,售罄,津南 - 友谊南路与外环线交口东行三公里处,二居(4)，三居(4),,售价待定,总价待定
泰达时尚旺角,售罄,[滨海新区-泰达MSD]第五大街与北海路交口,一居(3)，二居(2)，三居(3),,"均价15,492元/m²",总价待定
德圣公馆,售罄,[滨海新区-泰达MSD]开发区泰达时尚广场核心区,一居(3),,"均价9,593元/m²",总价待定
剑桥港湾（别墅）,售罄,[滨海新区-大港港东新城]育梁街567号...,,2017.04.27,总价待定,
天房彩郡二期（公寓）,售罄,津南 - 微山路延长线梨双公路南侧双港新家园内,一居(1)，二居(2),,售价待定,总价待定
家和园,售罄,滨海新区 - 中生大道788号（中生大道与和畅路交口）,一居(1)，二居(5)，三居(2),,"均价10,000元/m²",总价待定
人才公寓（公寓）,售罄,津南 - 天津市津南区友谊路与外环交口东3公里,三居(1),,售价待定,总价待定
米兰东湖湾（别墅）,售罄,[东丽-东丽湖]东丽之光大道（温泉谷北侧）,四居(3),2018.03.02,总价待定,
公园六号,售罄,滨海新区 - 滨海新区第四大街与泰祥路交口,二居(1)，三居(2),,"均价18,041元/m²",总价待定
人才公寓（别墅）,售罄,津南 - 天津市津南区友谊路与外环交口东3公里,三居(1),,总价待定,
天房雅韵（别墅）,售罄,东丽 - 东南半环快速路（昆仑路）与外环线交汇处向东一千米,二居(1),,总价待定,
中铁四季公馆,售罄,[滨海新区-汉沽]大丰路与文化街交口南,二居(4),,"均价5,400元/m²",总价待定
Park Tower 景杉,售罄,滨海新区 - 生态城中生大道与和韵路交口,二居(1)，三居(3),,"均价9,900元/m²",总价待定
帝舍庭院（别墅）,售罄,[西青-杨柳青]天津市杨柳青发电厂北侧,三居(1),,总价待定,
万科仕林苑,售罄,[津南-双港镇]梅江东浯水道与艺林路交口,不限(1)，二居(2),,"均价20,808元/m²",总价待定
鑫谷园（别墅）,售罄,[津南-辛庄镇]天津大道与机场南沿线交口处,三居(1)，四居(2),2018.03.02,总价待定,
红磡同堂,售罄,津南 - 沽上江南旁（建国大街东200米）,三居(3),,"均价17,500元/m²",总价待定
天房雅韵（公寓）,售罄,东丽 - 东南半环快速路（昆仑路）与外环线交汇处向东一千米,二居(1),,售价待定,总价待定
城建福源花园,售罄,滨海新区 - 旭日路与海景九路交口(大港一中东北步行10分钟),二居(2)，三居(2),,"均价8,000元/m²",总价待定
榕园嘉苑,售罄,[西青]秀川路与津涞公路交口南行600米,二居(2),,"均价11,000元/m²",总价待定
梅江康城,售罄,西青 - 友谊南路与外环线交口以南200米处,二居(1)，三居(2),,"均价14,253元/m²",总价待定
远洋红熙郡（别墅）,售罄,武清 - 京津公路快速路西侧（龙湾城西北侧）,三居(1)，四居(2),2017.04.25,总价待定,
幸福嘉园（别墅）,售罄,[津南-八里台镇]津南区双闸小黄庄,一居(1)，二居(1),,总价待定,
天津碧桂园,售罄,[津南]津南区八里台镇津港公路与八二路交口,二居(2),2018.02.27,售价待定,总价待定
天地源津九轩（别墅）,售罄,[津南-咸水沽镇]南环路与红旗路交口,三居(2),,总价待定,
合景御华园（别墅）,售罄,[津南-双港镇]津港高速辅路与景荔道交口,三居(1),2017.04.25,总价待定,
金地叁拾峯,售罄,[津南-双港镇]津南区大沽南路延长线旁,二居(1),,"均价9,927元/m²",总价待定
东丽湖万科城正湖别墅（别墅）,售罄,[东丽-东丽湖]东丽湖路右转东丽之光大道北,二居(1),,总价待定,
东丽湖万科城正湖别墅,售罄,[东丽-东丽湖]东丽湖路右转东丽之光大道北,二居(1),,"均价12,252元/m²",总价待定
万顺雅仕阁公寓（公寓）,售罄,[东丽-空港]中环西路与西五道交口,不限(1),,"均价10,500元/m²",总价待定
米兰东湖湾,售罄,[东丽-东丽湖]东丽之光大道（温泉谷北侧）,三居(1),2017.05.02,售价待定,总价待定
金隅悦城（别墅）,售罄,[东丽-津滨大道]津滨大道与跃进路交口,,2017.07.17,总价待定,
百合春天（别墅）,售罄,[东丽-华明镇]卫国道与雪莲路交口南侧,二居(2)，三居(1),,总价待定,
亿利国际生态岛,售罄,滨海新区 - 中生大道与静湖南路交口,不限(2)，三居(3),2016.12.19,售价待定,总价待定
慢咖领地（别墅）,售罄,[西青-张家窝]辛老路（税务所以东）,一居(2)，二居(2),,总价待定,
洛卡小镇,售罄,西青 - 友谊南路与外环线交口以南200米（梅江会展中心以南500米）,不限(3)，一居(2)，二居(1)，三居(2),,售价待定,总价待定
香堤美郡（公寓）,售罄,[武清-陈咀镇]杨六路与津蓟铁路交口西北侧,二居(4),,售价待定,总价待定
新利家园（公寓）,售罄,[武清-石各庄]武清石各庄镇石北村商业街北侧,三居(1),,售价待定,总价待定
雍鑫红星华府,售罄,武清 - 雍阳西道与新安路交口（近新杨村一中）,二居(3)，三居(7),2018.03.02,售价待定,总价待定
津滨滨海国际（别墅）,售罄,[滨海新区-泰达MSD]太湖西路东第一大街南,四居(3),,总价待定,
智造创想城,售罄,[滨海新区-塘沽]云山道与宁海路交口,一居(2)，二居(2)，三居(1),2016.12.13,售价待定,总价待定
德圣公馆（别墅）,售罄,[滨海新区-泰达MSD]开发区泰达时尚广场核心区,一居(3),,总价待定,
橙堡（公寓）,售罄,[滨海新区-塘沽]新北路与河北西路交口,二居(4),,售价待定,总价待定
正馨佳居,售罄,[滨海新区-塘沽]新北路以西（新河新区旁）,一居(1)，二居(4)，三居(2),2016.10.21,"均价9,800元/m²",总价待定
尚品华庭,售罄,[西青-杨柳青]天津杨柳青往西,一居(1)，二居(3)，三居(2),,"均价2,500元/m²",总价待定
栖庭小城,售罄,[西青-大寺镇]205国道滨港开发区旁,,2017.07.13,售价待定,总价待定
丽江花园,售罄,西青 - 中石油桥旁玉带路与丽江道交口西北侧。,二居(1),,"均价17,597元/m²",总价待定
哈兰庄园,售罄,[武清-泗村店]京津高速泗村店出口西行1000米,二居(1)，三居(2),2017.04.27,售价待定,总价待定
花样年花郡（别墅）,售罄,武清 - 京津公路东侧天和城天和大道与于庄道交口,二居(3)，三居(2),2016.12.14,总价待定,
众里佰都,售罄,[西青-大寺镇]幸福路与赛达路交口南侧,三居(3),,"均价10,583元/m²",总价待定
田纳溪湖（别墅）,售罄,[武清]大孟庄镇,不限(1)，一居(1),,总价待定,
首创福特纳湾,售罄,西青 - 友谊南路延长线（大寺镇王村春源道南侧）,二居(2)，三居(1),,售价待定,总价待定
京津花园,售罄,[武清]天津市武清区下伍旗镇,二居(2),,"均价3,480元/m²",总价待定
金都花园,售罄,[武清-杨村]凯旋王国东侧,二居(2),,"均价7,000元/m²",总价待定
汇锦新园,售罄,[武清-杨村]京津公路与三号道交口,二居(4)，三居(1),,"均价5,937元/m²",总价待定
紫韵枫尚,售罄,武清 - 建国南路45号（中信广场往南1000米）,二居(12)，三居(2)，四居(1),,售价待定,总价待定
社会山有墅（别墅）,售罄,西青 - 西青张家窝镇京福公路东侧（天津南站西侧800米）,不限(2),,总价待定,
鸿瑞锦园,售罄,武清 - 崔黄口镇规划路北侧（津围公路与杨崔路交口）,二居(3)，三居(1),,售价待定,总价待定
津尚花园（公寓）,售罄,西青 - 辛老路与嘉和路交口（税务所对面）,二居(1)，三居(6)，四居(1),,售价待定,总价待定
碧桂园忆西湖（别墅）,售罄,[武清-河西务]东马圈镇大东路北侧,不限(2),2016.11.18,总价待定,
香堤美郡（别墅）,售罄,[武清-陈咀镇]杨六路与津蓟铁路交口西北侧,二居(4),,总价待定,
武清五一阳光,售罄,武清 - 京津公路以东，中信广场以南，杨北公路以北,不限(4)，二居(6)，三居(4),2016.12.14,售价待定,总价待定
恒盛尚海湾,售罄,滨海新区 - 港塘公路官港湖森林公园入口西行100米,不限(1)，二居(2)，三居(1),2016.11.15,"均价6,200元/m²",总价待定
众里佰都（别墅）,售罄,[西青-大寺镇]幸福路与赛达路交口南侧,三居(3),,总价待定,
立达博雅苑（别墅）,售罄,西青 - 大任庄解放南路延长线，距外环500米,不限(2),,总价待定,
海尚都,售罄,滨海新区 - 新港三号路与港滨路交口,一居(2)，二居(3),,"均价13,038元/m²",总价待定
御河墅（别墅）,售罄,[西青-杨柳青]元宝岛西侧,不限(4),2016.11.16,总价待定,
首创康桥郡,售罄,滨海新区 - 中新生态城中生大道与和韵路交口,二居(1)，三居(3),,"均价9,800元/m²",总价待定
阿亚拉雅境,售罄,[滨海新区-中新生态城]中新大道与和风路交口,一居(1)，二居(2)，三居(2),,"均价10,800元/m²",总价待定
中建御景华庭,售罄,滨海新区 - 汉沽四经路与四纬路交口（汉沽法院东南50米处）,二居(3)，三居(3),,"均价7,223元/m²",总价待定
宝利新都汇,售罄,[滨海新区-汉沽]人民街与大丰路交口,二居(2)，三居(1),,"均价6,024元/m²",总价待定
嘉誉新城,售罄,[滨海新区-泰达MSD]二大街与洞庭路交汇处,二居(6)，三居(3)，四居(1),,"均价9,500元/m²",总价待定
维朗山,售罄,[滨海新区-大港港东新城]港东新城7/8号地,二居(4)，三居(6),,"均价6,666元/m²",总价待定
福渔园枫尚河院,售罄,滨海新区 - 世纪大道与旭日路交口以西,二居(10)，三居(3)，四居(1),,"均价8,293元/m²",总价待定
爱尚公寓,售罄,[滨海新区-塘沽]车站北路与津塘公路交口,一居(1)，二居(2)，三居(2),,"均价11,167元/m²",总价待定
滨海名都,售罄,[滨海新区-塘沽]滨海新区福州道,二居(1)，三居(2),,"均价11,834元/m²",总价待定
天保金海岸明珠湾,售罄,滨海新区 - 第三大街与太湖路交口（天保金海岸公交站对面）,二居(3)，三居(12)，四居(4),,"均价16,000元/m²",总价待定
天时茗苑(格兰小镇三期),售罄,武清 - 104国道至陈咀桥交口（陈咀中心小学旁）,一居(2)，二居(3),2016.12.12,售价待定,总价待定
万科柏翠园,售罄,[滨海新区-泰达MSD]第一大街与新城东路交口,三居(2)，四居(1)，五居及以上(1),,"均价22,000元/m²",总价待定
泰达汉郡,售罄,滨海新区 - 东扩区大丰路以东（太平街规划展览馆以南大丰路以东）,一居(2)，二居(2)，三居(1),2016.10.20,售价待定,总价待定
首创多维时光（公寓）,售罄,武清 - 京津高速永乐店收费站前方1公里京津同城出口,不限(3),2017.01.04,售价待定,总价待定
渤海度假村（别墅）,售罄,[滨海新区-塘沽]新北路与厦门南路交口,不限(4),,总价待定,
英伦假日,售罄,[武清-下朱庄]广贤路与致远道交口,二居(2),2017.04.28,售价待定,总价待定
新华联世家,售罄,武清 - 京津二高速永乐店收费站出口前行300米处,不限(8)，二居(1)，三居(1),2016.12.14,售价待定,总价待定
时光墅（别墅）,售罄,[西青-张家窝]友谊南路延长线金龙道南侧,不限(2),,总价待定,
鑫苑汤泉世家,售罄,武清 - 京津高速泗村店东出口右转直行2公里处（龙凤小学旁）,二居(1)，三居(2),2016.11.25,售价待定,总价待定
玛歌庄园1848（别墅）,售罄,[西青-大寺镇]友谊南路与外环线交口南3.8公里,四居(1)，五居及以上(1),,总价待定,
立达博雅苑（别墅）,售罄,西青 - 大任庄解放南路延长线，距外环500米,不限(2),,总价待定,
福源天安佳园,售罄,[武清-下朱庄]梅厂镇津围公路与杨北公路交口,二居(5)，三居(2),2018.03.01,售价待定,总价待定
鸿坤原乡半岛,售罄,[武清-中央水城]武清高铁站向东2000米,不限(3)，三居(2),2017.01.05,售价待定,总价待定
天鹅湖1号,售罄,武清 - 广源道南侧天鹅湖温泉度假村西侧,二居(6)，三居(2),2016.12.14,售价待定,总价待定
御河墅（别墅）,售罄,[西青-杨柳青]元宝岛西侧,不限(4),2016.11.16,总价待定,
星河荣御,售罄,西青 - 京沪高铁天津南站西北侧（高泰路南侧）,二居(1)，三居(4)，四居(1),,"均价11,000元/m²",总价待定
御溪苑,售罄,[武清-下朱庄]广贤路与乐仁道交口西侧500米,二居(2)，三居(1),2017.01.04,售价待定,总价待定
和骏新家园,售罄,[武清-泗村店]104国道东侧，东马圈镇政府西侧,二居(3)，三居(2),2017.01.04,售价待定,总价待定
南湖9号,售罄,[武清-南湖]天湖路与藕甸道交口,三居(1)，四居(2),2018.02.26,售价待定,总价待定
檀郡,售罄,[武清-杨村]强国道与建设南路交口,二居(2)，三居(2),2016.12.13,售价待定,总价待定
碧桂园忆西湖,售罄,[武清-河西务]东马圈镇大东路北侧,不限(2),2016.11.18,售价待定,总价待定
保利梧桐语,售罄,[武清-南湖]天和路与滨保高速的交口,不限(3)，二居(1),,售价待定,总价待定
金汇园（公寓）,售罄,武清 - 南蔡村镇京津公路西侧南蔡村高中对面,二居(1)，三居(1),,售价待定,总价待定
旭辉御府（别墅）,售罄,[西青-中北镇]中北大道南侧，海光路西侧,,2017.01.10,总价待定,
天房美域（别墅）,售罄,[西青-李七庄]卫津南路立交桥向南200米,二居(3),,总价待定,
万科朗润园,售罄,西青 - 西青芥园西道与外环线交口西行1.5公里处,不限(2),,售价待定,总价待定
帝舍庭院（公寓）,售罄,[西青-杨柳青]天津市杨柳青发电厂北侧,三居(1),,售价待定,总价待定
玛歌庄园1848（公寓）,售罄,[西青-大寺镇]友谊南路与外环线交口南3.8公里,四居(1)，五居及以上(1),,售价待定,总价待定
水语湾（别墅）,售罄,[西青-后梅江]梅江会展中心西侧,一居(1)，二居(2),,总价待定,
帝舍庭院,售罄,[西青-杨柳青]天津市杨柳青发电厂北侧,三居(1),,售价待定,总价待定
国耀紫溪别墅（别墅）,售罄,[西青-杨柳青]柳口路杨柳青二中对面,四居(3),,总价待定,
天房美域（公寓）,售罄,[西青-李七庄]卫津南路立交桥向南200米,二居(3),,售价待定,总价待定
万科四季花城,售罄,西青 - 京福支线与辛老路交口南侧（天津南站旁）,三居(3),2017.04.26,售价待定,162-207万元
世茂泊郡（别墅）,售罄,[滨海新区-中新生态城]和畅路与和惠路交口处,不限(4),2016.11.11,总价待定,
万通华府,售罄,滨海新区 - 新城东路48号（广达街和广场西路交汇处）,二居(4)，三居(1),,"均价26,280元/m²",总价待定
贝肯山（别墅）,售罄,[滨海新区]泰达MSD第二大街与北海路交口,不限(4)，一居(1)，二居(3)，三居(3)，四居(2)，五居及以上(1),2016.12.13,总价待定,
橙堡（别墅）,售罄,[滨海新区-塘沽]新北路与河北西路交口,二居(4),,总价待定,
融科瀚棠（别墅）,售罄,[滨海新区]第四大街与泰祥路交口,不限(1)，二居(2)，三居(1),,总价待定,
美墅林（别墅）,售罄,[滨海新区-北塘居住区]梅州道与阳澄湖路交口,不限(2),,总价待定,
中海滨海壹号（别墅）,售罄,滨海新区 - 京津塘高速公路延长线与威海路交口,三居(2),,总价待定,
世茂玖熙（别墅）,售罄,滨海新区 - 中央大道与中津大道交口,三居(4)，四居(1),2016.12.01,总价待定,
宝利新都汇（公寓）,售罄,[滨海新区-汉沽]人民街与大丰路交口,二居(2)，三居(1),,售价待定,总价待定
弘泽天泽（别墅）,售罄,[滨海新区-汉沽]汉沽新开北路与东滨路交口,二居(1)，三居(2),,总价待定,
71墅（别墅）,售罄,滨海新区 - 第二大街与北海西路交口（MSD东侧）,不限(3)，二居(1)，三居(7)，五居及以上(2),2016.10.20,总价待定,
龙福花园（别墅）,售罄,[武清-曹子里]曹子里乡政府路东侧,二居(2)，三居(1),,总价待定,
融科贻锦台（别墅）,售罄,[滨海新区-塘沽]厦门路与云山道交口,三居(2),,总价待定,
福渔园（别墅）,售罄,滨海新区 - 海景九路与旭日路交口处,一居(1)，二居(6)，三居(1),,总价待定,
花都新苑（别墅）,售罄,[武清-曹子里]杨村东北侧曹子里,一居(1)，二居(2)，三居(1),,总价待定,
花溪畔,售罄,[武清-下朱庄]京津公路与嘉河道交口,一居(3)，二居(7)，三居(1),,售价待定,总价待定
花都新苑,售罄,[武清-曹子里]杨村东北侧曹子里,一居(1)，二居(2)，三居(1),,"均价4,687元/m²",总价待定
富尚嘉源,售罄,[武清-石各庄]距汊沽港自行车王国2公里,二居(1)，三居(1),,"均价2,900元/m²",总价待定
鸿坤原乡郡,售罄,武清 - 北大附校旁（武清高铁站向东1000米）,二居(4)，三居(3)，四居(1),2018.02.24,售价待定,总价待定
万通新城国际（公寓）,售罄,[滨海新区-泰达MSD]泰达时尚广场,三居(2),,售价待定,总价待定
华城馨苑,售罄,[滨海新区-汉沽]文化街与建设北路交口东南侧,二居(6)，三居(3),2016.12.12,"均价8,000元/m²",总价待定
君湖园（别墅）,售罄,[武清-南湖]于庄道与环湖路交口,不限(1),2017.01.05,总价待定,
金溪花园,售罄,[武清-下朱庄]京津公路和嘉静道交口,一居(1)，二居(2),2017.01.05,售价待定,总价待定
天房雍阳府,售罄,武清 - 雍阳东道与团结路交口（杨村师大旧址）,一居(1)，二居(1)，三居(4),,"均价8,400元/m²",总价待定
华北城S1主题酒店公寓（公寓）,售罄,[武清-下朱庄]103国道与京津二线交汇处,一居(2),,"均价11,000元/m²",总价待定
锦嘉花园,售罄,[武清-陈咀镇]王庆坨中心街北侧原老粮库,二居(3)，三居(1),,"均价5,600元/m²",总价待定
紫盈花园（别墅）,售罄,[武清-河西务]南蔡镇外环北路二号,,2017.01.04,总价待定,
财富兴园天津国际企业公园（公寓）,售罄,[武清-下朱庄]武清下朱庄广贤路东侧,一居(1),,"均价9,000元/m²",总价待定
枫林湾,售罄,[武清-河西务]河西务镇中心,二居(2)，三居(1),,"均价4,500元/m²",总价待定
国际城苹果庄园,售罄,武清 - 河西务镇京津公路西侧(103国道与高河路交口),二居(2)，三居(1),,"均价4,400元/m²",总价待定
福升园二期,售罄,滨海新区 - 滨海新区津塘公路与大连道交口,一居(1)，二居(4),,"均价7,383元/m²",总价待定
滨海智谛山,售罄,[滨海新区-塘沽]泰达大街与洞庭路交口西南角,一居(1)，二居(10)，三居(4),2017.05.05,"均价18,000元/m²",总价待定
绿地景城,售罄,[滨海新区-汉沽]东风南路与新村街交口,二居(2)，三居(1),,"均价5,888元/m²",总价待定
福源九方,售罄,[滨海新区-汉沽]二经路与三纬路交口,二居(4)，三居(2),2017.07.13,"均价8,900元/m²",总价待定
远雄兰苑,售罄,[滨海新区-中新生态城]和顺路与和韵路交口,一居(1)，二居(2)，三居(1)，四居(1),,"均价12,000元/m²",总价待定
万科锦庐,售罄,滨海新区 - 中新大道与和风路交口（彩虹桥西侧，动漫产业园对面）,三居(3),,"均价15,291元/m²",总价待定
绿岛公寓（公寓）,售罄,[滨海新区-塘沽]曲径路269号,不限(4),,"均价13,600元/m²",总价待定
巴登巴登,售罄,滨海新区 - 滨海新区大港海景六路与港东五道交口的西北角（大港一中西北70...,一居(3)，二居(3),,"均价10,593元/m²",总价待定
蓝海茗苑,售罄,[滨海新区-汉沽]新开路与建设路交口,一居(1)，二居(1)，三居(1),,"均价6,666元/m²",总价待定
